Score,Gender,Accepted
655.0,Male,1.0
965.0,Female,0.0
490.0,Male,0.0
336.0,Female,0.0
156.0,Male,0.0
839.0,Male,1.0
642.0,Female,1.0
99.0,Male,1.0
181.0,Female,0.0
975.0,Female,0.0
67.0,Female,0.0
781.0,Male,1.0
691.0,Male,1.0
7.0,Male,0.0
172.0,Female,0.0
489.0,Female,0.0
428.0,Male,1.0
752.0,Male,1.0
468.0,Male,0.0
765.0,Female,0.0
324.0,Male,0.0
152.0,Male,1.0
289.0,Female,1.0
570.0,Female,0.0
814.0,Female,0.0
825.0,Male,1.0
169.0,Female,0.0
232.0,Male,0.0
953.0,Female,0.0
793.0,Female,0.0
208.0,Male,1.0
307.0,Male,0.0
467.0,Female,1.0
242.0,Female,0.0
558.0,Female,0.0
672.0,Female,1.0
560.0,Female,0.0
428.0,Male,0.0
65.0,Male,1.0
446.0,Female,0.0
485.0,Female,1.0
199.0,Male,0.0
814.0,Male,1.0
52.0,Male,0.0
625.0,Male,0.0
263.0,Female,0.0
307.0,Male,0.0
379.0,Female,0.0
439.0,Female,0.0
76.0,Female,0.0
793.0,Male,1.0
9.0,Female,0.0
531.0,Male,1.0
607.0,Female,1.0
199.0,Male,0.0
965.0,Female,1.0
800.0,Male,1.0
16.0,Male,0.0
90.0,Female,0.0
972.0,Male,1.0
937.0,Male,1.0
769.0,Female,0.0
933.0,Male,1.0
32.0,Male,0.0
242.0,Male,0.0
952.0,Female,1.0
771.0,Male,1.0
972.0,Female,0.0
828.0,Male,1.0
531.0,Female,1.0
36.0,Male,0.0
719.0,Female,1.0
655.0,Female,0.0
399.0,Female,0.0
565.0,Male,0.0
358.0,Male,0.0
833.0,Male,1.0
701.0,Male,1.0
550.0,Male,0.0
693.0,Female,1.0
813.0,Female,0.0
785.0,Female,0.0
107.0,Male,0.0
195.0,Female,0.0
439.0,Male,0.0
965.0,Male,1.0
531.0,Male,1.0
489.0,Male,1.0
772.0,Female,1.0
722.0,Male,1.0
32.0,Female,0.0
206.0,Male,0.0
263.0,Male,1.0
944.0,Female,1.0
250.0,Male,0.0
588.0,Female,0.0
184.0,Female,0.0
152.0,Female,0.0
517.0,Female,0.0
395.0,Male,1.0
342.0,Female,0.0
779.0,Female,0.0
747.0,Male,0.0
376.0,Male,1.0
468.0,Female,0.0
273.0,Female,0.0
470.0,Female,0.0
60.0,Male,0.0
278.0,Female,0.0
656.0,Male,0.0
47.0,Male,0.0
473.0,Male,0.0
209.0,Female,0.0
289.0,Male,1.0
145.0,Male,0.0
561.0,Male,1.0
278.0,Male,1.0
719.0,Male,1.0
492.0,Female,0.0
23.0,Female,0.0
427.0,Male,0.0
181.0,Male,0.0
184.0,Male,0.0
941.0,Female,1.0
493.0,Male,1.0
701.0,Female,0.0
933.0,Female,0.0
67.0,Male,0.0
801.0,Female,1.0
677.0,Female,1.0
101.0,Female,0.0
453.0,Male,0.0
335.0,Female,0.0
219.0,Male,1.0
693.0,Male,0.0
766.0,Female,0.0
17.0,Female,0.0
464.0,Female,0.0
344.0,Female,0.0
552.0,Male,1.0
858.0,Female,1.0
737.0,Male,1.0
842.0,Male,1.0
864.0,Female,0.0
344.0,Male,0.0
827.0,Male,1.0
521.0,Female,0.0
470.0,Male,0.0
919.0,Male,1.0
433.0,Male,1.0
148.0,Female,0.0
232.0,Female,0.0
659.0,Female,1.0
65.0,Male,0.0
90.0,Male,0.0
947.0,Male,1.0
289.0,Male,1.0
7.0,Female,0.0
521.0,Male,0.0
141.0,Female,0.0
292.0,Male,0.0
384.0,Male,0.0
981.0,Female,1.0
433.0,Female,0.0
859.0,Male,1.0
78.0,Male,0.0
167.0,Female,1.0
473.0,Male,1.0
66.0,Female,0.0
231.0,Female,0.0
944.0,Male,1.0
833.0,Female,0.0
292.0,Female,0.0
418.0,Female,0.0
660.0,Male,1.0
5.0,Male,0.0
722.0,Female,1.0
188.0,Male,0.0
975.0,Male,1.0
527.0,Male,0.0
560.0,Male,1.0
659.0,Male,1.0
461.0,Female,1.0
342.0,Male,0.0
814.0,Male,1.0
317.0,Female,0.0
156.0,Female,0.0
65.0,Male,0.0
493.0,Female,0.0
901.0,Male,1.0
20.0,Female,0.0
414.0,Female,0.0
65.0,Female,0.0
549.0,Male,1.0
238.0,Female,0.0
238.0,Female,1.0
376.0,Female,0.0
104.0,Male,0.0
195.0,Male,0.0
71.0,Male,0.0
607.0,Male,1.0
226.0,Male,0.0
677.0,Male,1.0
814.0,Male,1.0
452.0,Female,0.0
916.0,Female,0.0
766.0,Male,1.0
26.0,Male,0.0
205.0,Female,0.0
953.0,Male,1.0
416.0,Male,0.0
340.0,Male,1.0
552.0,Female,0.0
226.0,Female,0.0
218.0,Male,0.0
273.0,Female,0.0
104.0,Female,0.0
195.0,Male,0.0
310.0,Male,0.0
866.0,Male,1.0
209.0,Male,0.0
813.0,Female,0.0
342.0,Female,0.0
779.0,Male,1.0
842.0,Female,0.0
515.0,Male,1.0
219.0,Female,0.0
794.0,Female,0.0
428.0,Male,1.0
862.0,Female,1.0
19.0,Female,0.0
630.0,Female,0.0
235.0,Male,0.0
570.0,Male,0.0
588.0,Female,0.0
148.0,Female,0.0
96.0,Female,0.0
521.0,Male,0.0
230.0,Female,0.0
461.0,Male,0.0
298.0,Male,0.0
521.0,Female,0.0
19.0,Male,0.0
781.0,Female,0.0
672.0,Male,0.0
101.0,Male,0.0
20.0,Male,0.0
937.0,Female,1.0
521.0,Female,0.0
317.0,Female,0.0
444.0,Female,0.0
737.0,Female,1.0
996.0,Female,1.0
453.0,Female,0.0
752.0,Female,1.0
800.0,Female,0.0
141.0,Male,0.0
794.0,Male,1.0
9.0,Male,0.0
418.0,Male,0.0
172.0,Female,1.0
860.0,Female,0.0
779.0,Male,1.0
17.0,Male,0.0
630.0,Male,0.0
916.0,Male,1.0
862.0,Female,0.0
